INDEX ORBITAL_ID_2 ORBITAL_ID_1 Tau K_1
878 1 1 27 13
879 1 1 27 14
880 1 1 27 15
881 1 1 27 16
882 1 1 27 17
883 1 1 27 18
884 1 1 27 19
885 1 1 27 20
886 1 1 27 21
887 1 1 27 22
888 1 1 27 23
889 1 1 27 24
890 1 1 27 25
891 1 1 27 26
892 1 1 27 27
893 1 1 27 28
894 1 1 27 29
895 1 1 27 30
896 1 1 27 31
897 1 1 28 0
898 1 1 28 1
899 1 1 28 2
900 1 1 28 3
901 1 1 28 4
902 1 1 28 5
903 1 1 28 6
904 1 1 28 7
905 1 1 28 8
906 1 1 28 9
907 1 1 28 10
908 1 1 28 11
909 1 1 28 12
910 1 1 28 13
911 1 1 28 14
912 1 1 28 15
913 1 1 28 16
914 1 1 28 17
915 1 1 28 18
916 1 1 28 19
917 1 1 28 20
918 1 1 28 21
919 1 1 28 22
920 1 1 28 23
921 1 1 28 24
922 1 1 28 25
923 1 1 28 26
924 1 1 28 27
925 1 1 28 28
926 1 1 28 29
927 1 1 28 30
928 1 1 28 31
929 1 1 29 0
930 1 1 29 1
931 1 1 29 2
932 1 1 29 3
933 1 1 29 4
934 1 1 29 5
935 1 1 29 6
936 1 1 29 7
937 1 1 29 8
938 1 1 29 9
939 1 1 29 10
940 1 1 29 11
941 1 1 29 12
942 1 1 29 13
943 1 1 29 14
944 1 1 29 15
945 1 1 29 16
946 1 1 29 17
947 1 1 29 18
948 1 1 29 19
949 1 1 29 20
950 1 1 29 21
951 1 1 29 22
952 1 1 29 23
953 1 1 29 24
954 1 1 29 25
955 1 1 29 26
956 1 1 29 27
957 1 1 29 28
958 1 1 29 29
959 1 1 29 30
960 1 1 29 31
961 1 1 30 0
962 1 1 30 1
963 1 1 30 2
964 1 1 30 3
965 1 1 30 4
966 1 1 30 5
967 1 1 30 6
968 1 1 30 7
969 1 1 30 8
970 1 1 30 9
971 1 1 30 10
972 1 1 30 11
973 1 1 30 12
974 1 1 30 13
975 1 1 30 14
976 1 1 30 15
977 1 1 30 16
978 1 1 30 17
979 1 1 30 18
980 1 1 30 19
981 1 1 30 20
982 1 1 30 21
983 1 1 30 22
984 1 1 30 23
985 1 1 30 24
986 1 1 30 25
987 1 1 30 26
988 1 1 30 27
989 1 1 30 28
990 1 1 30 29
991 1 1 30 30
992 1 1 30 31
993 1 1 31 0
994 1 1 31 1
995 1 1 31 2
996 1 1 31 3
997 1 1 31 4
998 1 1 31 5
999 1 1 31 6
1000 1 1 31 7
1001 1 1 31 8
1002 1 1 31 9
1003 1 1 31 10
1004 1 1 31 11
1005 1 1 31 12
1006 1 1 31 13
1007 1 1 31 14
1008 1 1 31 15
1009 1 1 31 16
1010 1 1 31 17
1011 1 1 31 18
1012 1 1 31 19
1013 1 1 31 20
1014 1 1 31 21
1015 1 1 31 22
1016 1 1 31 23
1017 1 1 31 24
1018 1 1 31 25
1019 1 1 31 26
1020 1 1 31 27
1021 1 1 31 28
1022 1 1 31 29
1023 1 1 31 30
1024 1 1 31 31
1025 1 1 32 0
1026 1 1 32 1
1027 1 1 32 2
1028 1 1 32 3
1029 1 1 32 4
1030 1 1 32 5
1031 1 1 32 6
1032 1 1 32 7
1033 1 1 32 8
1034 1 1 32 9
1035 1 1 32 10
1036 1 1 32 11
1037 1 1 32 12
1038 1 1 32 13
1039 1 1 32 14
1040 1 1 32 15
1041 1 1 32 16
1042 1 1 32 17
1043 1 1 32 18
1044 1 1 32 19
1045 1 1 32 20
1046 1 1 32 21
1047 1 1 32 22
1048 1 1 32 23
1049 1 1 32 24
1050 1 1 32 25
1051 1 1 32 26
1052 1 1 32 27
1053 1 1 32 28
1054 1 1 32 29
1055 1 1 32 30
1056 1 1 32 31
1057 1 1 33 0
1058 1 1 33 1
1059 1 1 33 2
1060 1 1 33 3
1061 1 1 33 4
1062 1 1 33 5
1063 1 1 33 6
1064 1 1 33 7
1065 1 1 33 8
1066 1 1 33 9
1067 1 1 33 10
1068 1 1 33 11
1069 1 1 33 12
1070 1 1 33 13
1071 1 1 33 14
1072 1 1 33 15
1073 1 1 33 16
1074 1 1 33 17
1075 1 1 33 18
1076 1 1 33 19
1077 1 1 33 20
1078 1 1 33 21
1079 1 1 33 22
1080 1 1 33 23
1081 1 1 33 24
1082 1 1 33 25
1083 1 1 33 26
1084 1 1 33 27
1085 1 1 33 28
1086 1 1 33 29
1087 1 1 33 30
1088 1 1 33 31
1089 1 1 34 0
1090 1 1 34 1
1091 1 1 34 2
1092 1 1 34 3
1093 1 1 34 4
1094 1 1 34 5
1095 1 1 34 6
1096 1 1 34 7
1097 1 1 34 8
1098 1 1 34 9
1099 1 1 34 10
1100 1 1 34 11
1101 1 1 34 12
1102 1 1 34 13
1103 1 1 34 14
1104 1 1 34 15
1105 1 1 34 16
1106 1 1 34 17
1107 1 1 34 18
1108 1 1 34 19
1109 1 1 34 20
1110 1 1 34 21
1111 1 1 34 22
1112 1 1 34 23
1113 1 1 34 24
1114 1 1 34 25
1115 1 1 34 26
1116 1 1 34 27
1117 1 1 34 28
1118 1 1 34 29
1119 1 1 34 30
1120 1 1 34 31
1121 1 1 35 0
1122 1 1 35 1
1123 1 1 35 2
1124 1 1 35 3
1125 1 1 35 4
1126 1 1 35 5
1127 1 1 35 6
1128 1 1 35 7
1129 1 1 35 8
1130 1 1 35 9
1131 1 1 35 10
1132 1 1 35 11
1133 1 1 35 12
1134 1 1 35 13
1135 1 1 35 14
1136 1 1 35 15
1137 1 1 35 16
1138 1 1 35 17
1139 1 1 35 18
1140 1 1 35 19
1141 1 1 35 20
1142 1 1 35 21
1143 1 1 35 22
1144 1 1 35 23
1145 1 1 35 24
1146 1 1 35 25
1147 1 1 35 26
1148 1 1 35 27
1149 1 1 35 28
1150 1 1 35 29
1151 1 1 35 30
1152 1 1 35 31
1153 1 1 36 0
1154 1 1 36 1
1155 1 1 36 2
1156 1 1 36 3
1157 1 1 36 4
1158 1 1 36 5
1159 1 1 36 6
1160 1 1 36 7
1161 1 1 36 8
1162 1 1 36 9
1163 1 1 36 10
1164 1 1 36 11
1165 1 1 36 12
1166 1 1 36 13
1167 1 1 36 14
1168 1 1 36 15
1169 1 1 36 16
1170 1 1 36 17
1171 1 1 36 18
1172 1 1 36 19
1173 1 1 36 20
1174 1 1 36 21
1175 1 1 36 22
1176 1 1 36 23
1177 1 1 36 24
1178 1 1 36 25
1179 1 1 36 26
1180 1 1 36 27
1181 1 1 36 28
1182 1 1 36 29
1183 1 1 36 30
1184 1 1 36 31
1185 1 1 37 0
1186 1 1 37 1
1187 1 1 37 2
1188 1 1 37 3
1189 1 1 37 4
1190 1 1 37 5
1191 1 1 37 6
1192 1 1 37 7
1193 1 1 37 8
1194 1 1 37 9
1195 1 1 37 10
1196 1 1 37 11
1197 1 1 37 12
1198 1 1 37 13
1199 1 1 37 14
1200 1 1 37 15
1201 1 1 37 16
1202 1 1 37 17
1203 1 1 37 18
1204 1 1 37 19
1205 1 1 37 20
1206 1 1 37 21
1207 1 1 37 22
1208 1 1 37 23
1209 1 1 37 24
1210 1 1 37 25
1211 1 1 37 26
1212 1 1 37 27
1213 1 1 37 28
1214 1 1 37 29
1215 1 1 37 30
1216 1 1 37 31
1217 1 1 38 0
1218 1 1 38 1
1219 1 1 38 2
1220 1 1 38 3
1221 1 1 38 4
1222 1 1 38 5
1223 1 1 38 6
1224 1 1 38 7
1225 1 1 38 8
1226 1 1 38 9
1227 1 1 38 10
1228 1 1 38 11
1229 1 1 38 12
1230 1 1 38 13
1231 1 1 38 14
1232 1 1 38 15
1233 1 1 38 16
1234 1 1 38 17
1235 1 1 38 18
1236 1 1 38 19
1237 1 1 38 20
1238 1 1 38 21
1239 1 1 38 22
1240 1 1 38 23
1241 1 1 38 24
1242 1 1 38 25
1243 1 1 38 26
1244 1 1 38 27
1245 1 1 38 28
1246 1 1 38 29
1247 1 1 38 30
1248 1 1 38 31
1249 1 1 39 0
1250 1 1 39 1
1251 1 1 39 2
1252 1 1 39 3
1253 1 1 39 4
1254 1 1 39 5
1255 1 1 39 6
1256 1 1 39 7
1257 1 1 39 8
1258 1 1 39 9
1259 1 1 39 10
1260 1 1 39 11
1261 1 1 39 12
1262 1 1 39 13
1263 1 1 39 14
1264 1 1 39 15
1265 1 1 39 16
1266 1 1 39 17
1267 1 1 39 18
1268 1 1 39 19
1269 1 1 39 20
1270 1 1 39 21
1271 1 1 39 22
1272 1 1 39 23
1273 1 1 39 24
1274 1 1 39 25
1275 1 1 39 26
1276 1 1 39 27
1277 1 1 39 28
1278 1 1 39 29
1279 1 1 39 30
1280 1 1 39 31
1281 1 1 40 0
1282 1 1 40 1
1283 1 1 40 2
1284 1 1 40 3
1285 1 1 40 4
1286 1 1 40 5
1287 1 1 40 6
1288 1 1 40 7
1289 1 1 40 8
1290 1 1 40 9
1291 1 1 40 10
1292 1 1 40 11
1293 1 1 40 12
1294 1 1 40 13
1295 1 1 40 14
1296 1 1 40 15
1297 1 1 40 16
1298 1 1 40 17
1299 1 1 40 18
1300 1 1 40 19
1301 1 1 40 20
1302 1 1 40 21
1303 1 1 40 22
1304 1 1 40 23
1305 1 1 40 24
1306 1 1 40 25
1307 1 1 40 26
1308 1 1 40 27
1309 1 1 40 28
1310 1 1 40 29
1311 1 1 40 30
1312 1 1 40 31
1313 1 1 41 0
1314 1 1 41 1
1315 1 1 41 2
1316 1 1 41 3
1317 1 1 41 4
1318 1 1 41 5
1319 1 1 41 6
1320 1 1 41 7
1321 1 1 41 8
1322 1 1 41 9
1323 1 1 41 10
1324 1 1 41 11
1325 1 1 41 12
1326 1 1 41 13
1327 1 1 41 14
1328 1 1 41 15
1329 1 1 41 16
1330 1 1 41 17
1331 1 1 41 18
1332 1 1 41 19
1333 1 1 41 20
1334 1 1 41 21
1335 1 1 41 22
1336 1 1 41 23
1337 1 1 41 24
1338 1 1 41 25
1339 1 1 41 26
1340 1 1 41 27
1341 1 1 41 28
1342 1 1 41 29
1343 1 1 41 30
1344 1 1 41 31
1345 1 1 42 0
1346 1 1 42 1
1347 1 1 42 2
